symbol,listing_date,lagna,lagna_lord,moon_sign,mahadasha,antardasha,maha_end_date,yogas,astro_score,astro_action
STAR,2000-02-02,Pisces,Jupiter,Sagittarius,Sun,Venus,2026-12-05,Raja Yoga|Parivartana,30.0,HOLD
STARCEMENT,2017-06-16,Cancer,Moon,Aquarius,Jupiter,Saturn,2039-07-03,Kemdrum,-15.0,EXIT
STARHEALTH,2021-12-10,Capricorn,Saturn,Aquarius,Rahu,Jupiter,2030-09-25,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga,93.0,BUY
STARPAPER,1995-09-13,Libra,Venus,Aries,Moon,Ketu,2028-12-13,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,49.0,BUY
STARTECK,2022-05-04,Gemini,Mercury,Taurus,Mars,Mercury,2027-08-05,Raja Yoga,48.0,BUY
STCINDIA,2003-04-01,Taurus,Venus,Pisces,Mercury,Jupiter,2029-04-07,Raja Yoga|Parivartana|Parivartana,60.0,BUY
STEELCAS,2021-11-23,Sagittarius,Jupiter,Gemini,Jupiter,Saturn,2040-05-22,Dhana Yoga|Raja Yoga|Kemdrum,23.0,HOLD
STEELCITY,2019-06-27,Leo,Sun,Aries,Venus,Venus,2045-11-13,Neecha Bhanga|Parivartana,18.0,HOLD
STEELXIND,2017-07-20,Leo,Sun,Taurus,Mars,Venus,2027-12-26,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,14.0,CAUTION
STEL,2011-02-09,Pisces,Jupiter,Aries,Venus,Rahu,2036-10-05,Raja Yoga|Parivartana,42.0,BUY
STOVEKRAFT,2021-02-05,Pisces,Jupiter,Libra,Jupiter,Mercury,2027-01-20,Gaja Kesari|Dhana Yoga|Raja Yoga|Kemdrum,63.0,BUY
STUDDS,2025-11-07,Sagittarius,Jupiter,Taurus,Moon,Moon,2032-09-26,Raja Yoga|Viparita Raja|Kemdrum,18.0,HOLD
STYL,2025-09-30,Scorpio,Mars,Sagittarius,Venus,Venus,2042-11-27,Gaja Kesari|Kemdrum,20.0,HOLD
STYLAMIND,2021-08-02,Virgo,Mercury,Taurus,Moon,Rahu,2034-05-26,Gaja Kesari|Kemdrum,38.0,HOLD
STYRENIX,1995-03-29,Taurus,Venus,Aquarius,Saturn,Jupiter,2028-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
SUBROS,2005-07-13,Leo,Sun,Virgo,Rahu,Jupiter,2040-04-19,Gaja Kesari|Kemdrum|Kala Sarpa|Parivartana,-25.0,EXIT
SUDARCOLOR,1995-06-14,Cancer,Moon,Sagittarius,Moon,Saturn,2031-04-08,Dhana Yoga,30.0,HOLD
SUDARSCHEM,1995-05-25,Cancer,Moon,Pisces,Venus,Saturn,2030-10-20,,10.0,CAUTION
SUDEEPPHRM,2025-11-28,Sagittarius,Jupiter,Aquarius,Rahu,Rahu,2038-06-08,Viparita Raja,18.0,HOLD
SUKHJITS,2022-11-07,Sagittarius,Jupiter,Aries,Ketu,Rahu,2027-01-01,Dhana Yoga|Raja Yoga|Neecha Bhanga,86.0,BUY
SULA,2022-12-22,Capricorn,Saturn,Scorpio,Mercury,Venus,2037-04-08,Dhana Yoga|Raja Yoga|Viparita Raja|Neecha Bhanga,58.0,BUY
SUMEETINDS,2010-12-10,Capricorn,Saturn,Capricorn,Rahu,Jupiter,2040-11-09,Raja Yoga,7.0,CAUTION
SUMICHEM,2020-01-27,Pisces,Jupiter,Aquarius,Rahu,Saturn,2035-11-25,Dhana Yoga,30.0,HOLD
SUMMITSEC,2011-01-28,Pisces,Jupiter,Scorpio,Saturn,Rahu,2028-03-19,,1.0,CAUTION
SUNCLAY,2023-12-29,Capricorn,Saturn,Cancer,Saturn,Saturn,2036-06-14,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,45.0,BUY
SUNDARAM,2010-06-02,Cancer,Moon,Capricorn,Rahu,Jupiter,2039-09-01,Kemdrum,-10.0,EXIT
SUNDARMFIN,1998-01-07,Aquarius,Saturn,Aries,Moon,Rahu,2033-09-24,Gaja Kesari|Raja Yoga|Parivartana,11.0,CAUTION
SUNDRMFAST,2000-06-07,Cancer,Moon,Cancer,Venus,Mercury,2030-06-01,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
SUNDROP,2002-12-06,Capricorn,Saturn,Sagittarius,Sun,Venus,2026-09-11,Raja Yoga|Raja Yoga|Parivartana,61.0,BUY
SUNFLAG,2005-09-29,Scorpio,Mars,Cancer,Venus,Rahu,2039-01-19,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,48.0,BUY
SUNPHARMA,1995-02-08,Pisces,Jupiter,Taurus,Rahu,Ketu,2033-08-19,Gaja Kesari|Kemdrum,-3.0,CAUTION
SUNTECK,2009-11-13,Sagittarius,Jupiter,Virgo,Rahu,Rahu,2043-02-03,Neecha Bhanga|Neecha Bhanga,25.0,HOLD
SUNTV,2006-04-24,Gemini,Mercury,Aquarius,Saturn,Mercury,2040-10-26,Dhana Yoga|Parivartana,35.0,HOLD
SUPERHOUSE,2014-09-26,Libra,Venus,Libra,Rahu,Mercury,2035-11-05,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,68.0,BUY
SUPRAJIT,2005-02-18,Pisces,Jupiter,Taurus,Rahu,Mars,2026-10-01,Parivartana,33.0,HOLD
SUPREME,2025-02-03,Pisces,Jupiter,Pisces,Mercury,Mercury,2035-02-27,Parivartana,30.0,HOLD
SUPREMEIND,1995-07-19,Leo,Sun,Pisces,Sun,Jupiter,2029-09-12,Dhana Yoga|Viparita Raja|Kemdrum,27.0,HOLD
SUPREMEINF,2007-10-18,Scorpio,Mars,Sagittarius,Sun,Mercury,2028-04-28,Viparita Raja|Neecha Bhanga|Parivartana,20.0,HOLD
SUPRIYA,2021-12-28,Capricorn,Saturn,Virgo,Mars,Ketu,2027-07-11,Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,83.0,BUY
SURAJEST,2023-12-26,Capricorn,Saturn,Gemini,Mars,Saturn,2027-06-21,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,67.0,BUY
SURAJLTD,2024-08-29,Libra,Venus,Gemini,Rahu,Rahu,2029-06-18,Dhana Yoga|Viparita Raja|Neecha Bhanga|Parivartana,41.0,BUY
SURAKSHA,2024-12-06,Capricorn,Saturn,Capricorn,Moon,Rahu,2028-01-03,Raja Yoga|Neecha Bhanga,16.0,HOLD
SURANASOL,2011-01-07,Aquarius,Saturn,Capricorn,Rahu,Mercury,2035-04-26,Dhana Yoga|Raja Yoga|Viparita Raja,84.0,BUY
SURANAT&P,2002-05-22,Cancer,Moon,Virgo,Rahu,Saturn,2037-12-30,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,84.0,BUY
SURYALA,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
SURYALAXMI,2005-06-15,Cancer,Moon,Virgo,Rahu,Rahu,2044-03-05,Gaja Kesari|Raja Yoga|Kemdrum,45.0,BUY
SURYAROSNI,1995-05-10,Gemini,Mercury,Leo,Rahu,Rahu,2042-06-20,Gaja Kesari|Neecha Bhanga,20.0,HOLD
SURYODAY,2021-03-26,Taurus,Venus,Leo,Venus,Venus,2044-10-29,Raja Yoga|Kemdrum,-4.0,CAUTION
SUVEN,2003-10-23,Scorpio,Mars,Virgo,Rahu,Rahu,2041-11-27,Viparita Raja,7.0,CAUTION
SUVIDHAA,2021-03-31,Taurus,Venus,Libra,Jupiter,Mercury,2037-01-22,Gaja Kesari|Raja Yoga|Kemdrum,3.0,CAUTION
SUYOG,2024-08-20,Virgo,Mercury,Aquarius,Rahu,Rahu,2039-01-27,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum,36.0,HOLD
SUZLON,2005-10-19,Scorpio,Mars,Aries,Mars,Mars,2033-05-26,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,53.0,BUY
SWANCORP,2012-05-29,Cancer,Moon,Leo,Sun,Rahu,2030-08-30,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
SWARAJENG,1995-12-06,Capricorn,Saturn,Taurus,Rahu,Venus,2030-10-18,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,38.0,HOLD
SWELECTES,2006-05-09,Gemini,Mercury,Virgo,Rahu,Rahu,2042-05-20,Parivartana|Parivartana,23.0,HOLD
SWIGGY,2024-11-13,Sagittarius,Jupiter,Pisces,Mercury,Mercury,2038-06-19,Neecha Bhanga|Neecha Bhanga|Parivartana,3.0,CAUTION
SWSOLAR,2019-08-20,Virgo,Mercury,Pisces,Mercury,Sun,2027-08-10,Viparita Raja|Kemdrum,17.0,HOLD
SYMPHONY,2011-06-15,Cancer,Moon,Scorpio,Ketu,Rahu,2029-08-21,Dhana Yoga|Raja Yoga|Kemdrum|Neecha Bhanga|Neecha Bhanga,73.0,BUY
SYNCOMF,2022-11-18,Sagittarius,Jupiter,Leo,Venus,Sun,2033-02-16,Raja Yoga|Viparita Raja|Kemdrum|Parivartana,20.0,HOLD
SYNGENE,2015-08-11,Virgo,Mercury,Gemini,Jupiter,Saturn,2038-10-07,Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,45.0,BUY
SYRMA,2022-08-26,Virgo,Mercury,Cancer,Mercury,Venus,2028-03-15,Dhana Yoga,51.0,BUY
TAALTECH,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
TAINWALCHM,1995-07-27,Virgo,Mercury,Cancer,Mercury,Jupiter,2029-05-16,Dhana Yoga|Raja Yoga|Kemdrum,63.0,BUY
TAJGVK,2000-12-20,Capricorn,Saturn,Libra,Jupiter,Mercury,2037-09-22,Viparita Raja|Kemdrum|Parivartana,24.0,HOLD
TALBROAUTO,2006-09-29,Libra,Venus,Scorpio,Venus,Rahu,2038-01-26,Raja Yoga|Neecha Bhanga|Parivartana,9.0,CAUTION
TANLA,2007-01-05,Aquarius,Saturn,Cancer,Mercury,Rahu,2033-07-27,Raja Yoga,53.0,BUY
TARACHAND,2024-04-16,Taurus,Venus,Cancer,Saturn,Saturn,2038-03-27,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum,43.0,BUY
TARAPUR,2010-05-18,Gemini,Mercury,Gemini,Saturn,Venus,2037-11-17,Gaja Kesari|Dhana Yoga|Neecha Bhanga,38.0,HOLD
TARC,2020-12-18,Capricorn,Saturn,Capricorn,Mars,Jupiter,2031-09-23,Gaja Kesari|Raja Yoga|Viparita Raja|Neecha Bhanga,53.0,BUY
TARIL,2007-12-28,Capricorn,Saturn,Leo,Venus,Saturn,2031-11-22,Raja Yoga|Viparita Raja|Kemdrum,30.0,HOLD
TARMAT,2007-07-09,Leo,Sun,Aries,Venus,Mercury,2028-01-14,Dhana Yoga|Kemdrum,20.0,HOLD
TARSONS,2021-11-26,Sagittarius,Jupiter,Cancer,Mercury,Venus,2028-12-10,Dhana Yoga|Raja Yoga|Kemdrum,13.0,CAUTION
TASTYBITE,2017-03-23,Taurus,Venus,Capricorn,Moon,Venus,2028-08-03,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Parivartana,78.0,BUY
TATACAP,2025-10-13,Scorpio,Mars,Gemini,Rahu,Rahu,2027-09-10,Gaja Kesari|Viparita Raja|Kemdrum|Parivartana,22.0,HOLD
TATACHEM,1999-04-01,Taurus,Venus,Virgo,Rahu,Mars,2026-11-17,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Parivartana,78.0,BUY
TATACOMM,1995-04-12,Taurus,Venus,Leo,Moon,Mercury,2029-08-01,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,82.0,BUY
TATACONSUM,1998-11-18,Sagittarius,Jupiter,Libra,Saturn,Mars,2032-10-19,Raja Yoga|Neecha Bhanga|Parivartana,43.0,BUY
TATAELXSI,2003-09-17,Libra,Venus,Taurus,Rahu,Saturn,2036-11-10,Gaja Kesari|Dhana Yoga,33.0,HOLD
TATAINVEST,1998-06-24,Leo,Sun,Gemini,Jupiter,Mars,2029-04-24,Gaja Kesari|Dhana Yoga|Raja Yoga|Neecha Bhanga,72.0,BUY
TATAPOWER,1996-04-03,Taurus,Venus,Virgo,Rahu,Venus,2031-04-03,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
TATASTEEL,1998-11-18,Sagittarius,Jupiter,Libra,Saturn,Mars,2032-10-19,Raja Yoga|Neecha Bhanga|Parivartana,43.0,BUY
TATATECH,2023-11-30,Sagittarius,Jupiter,Gemini,Rahu,Rahu,2027-06-28,Kemdrum,5.0,CAUTION
TATVA,2021-07-29,Virgo,Mercury,Pisces,Mercury,Venus,2040-02-01,,26.0,HOLD
TBOTEK,2024-05-15,Gemini,Mercury,Cancer,Mercury,Mercury,2027-11-03,Raja Yoga|Kemdrum,38.0,HOLD
TBZ,2012-05-09,Gemini,Mercury,Sagittarius,Venus,Jupiter,2035-06-05,Raja Yoga|Kemdrum|Parivartana,4.0,CAUTION
TCC,2026-02-25,Aries,Mars,Taurus,Moon,Moon,2027-10-09,Raja Yoga|Raja Yoga|Raja Yoga,69.0,BUY
TCI,2002-01-21,Aquarius,Saturn,Aries,Venus,Mercury,2028-07-25,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Parivartana,64.0,BUY
TCIEXP,2016-12-15,Capricorn,Saturn,Gemini,Jupiter,Saturn,2038-03-31,Gaja Kesari|Dhana Yoga|Kemdrum|Parivartana|Parivartana,42.0,BUY
TCPLPACK,2017-10-17,Scorpio,Mars,Leo,Moon,Jupiter,2032-11-07,Raja Yoga|Raja Yoga|Kala Sarpa|Parivartana,48.0,BUY
TCS,2004-08-25,Virgo,Mercury,Sagittarius,Venus,Saturn,2030-10-02,Raja Yoga|Viparita Raja|Kemdrum,25.0,HOLD
TDPOWERSYS,2011-09-08,Libra,Venus,Capricorn,Mars,Jupiter,2031-09-26,Gaja Kesari|Dhana Yoga|Raja Yoga|Kemdrum,56.0,BUY
TEAMGTY,2002-06-11,Cancer,Moon,Taurus,Jupiter,Jupiter,2040-09-06,Dhana Yoga|Raja Yoga|Raja Yoga|Parivartana,46.0,BUY
TEAMLEASE,2016-02-12,Pisces,Jupiter,Pisces,Mercury,Rahu,2032-06-06,Kemdrum,0.0,CAUTION
TECHM,2006-08-28,Libra,Venus,Virgo,Rahu,Moon,2028-12-29,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,76.0,BUY
TECHNOE,2018-12-04,Sagittarius,Jupiter,Libra,Rahu,Saturn,2031-07-20,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,81.0,BUY
TECHNVISN,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
TECILCHEM,1995-12-06,Capricorn,Saturn,Taurus,Rahu,Venus,2030-10-18,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,38.0,HOLD
TEGA,2021-12-13,Capricorn,Saturn,Pisces,Mercury,Venus,2032-05-20,Dhana Yoga|Raja Yoga|Raja Yoga,56.0,BUY
TEJASNET,2017-06-27,Leo,Sun,Cancer,Ketu,Sun,2031-12-02,Dhana Yoga|Raja Yoga|Raja Yoga,66.0,BUY
TEMBO,2021-04-23,Gemini,Mercury,Leo,Venus,Moon,2039-04-21,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,38.0,HOLD
TENNIND,2025-11-19,Sagittarius,Jupiter,Libra,Jupiter,Jupiter,2040-09-09,Gaja Kesari|Raja Yoga|Raja Yoga,52.0,BUY
TERASOFT,2016-12-29,Capricorn,Saturn,Sagittarius,Venus,Rahu,2037-05-03,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja,100.0,BUY
TEXINFRA,2004-09-09,Libra,Venus,Gemini,Saturn,Ketu,2038-10-10,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
TEXMOPIPES,2010-03-10,Aries,Mars,Sagittarius,Moon,Saturn,2030-10-18,Kemdrum|Neecha Bhanga|Parivartana,3.0,CAUTION
TEXRAIL,2011-03-03,Aries,Mars,Capricorn,Rahu,Venus,2032-09-30,Raja Yoga|Parivartana,44.0,BUY
TFCILTD,2000-07-26,Virgo,Mercury,Taurus,Rahu,Saturn,2039-04-19,Gaja Kesari|Dhana Yoga|Raja Yoga|Neecha Bhanga|Parivartana,100.0,BUY
TFL,2007-02-26,Aries,Mars,Gemini,Jupiter,Jupiter,2041-04-12,,-25.0,EXIT
TGBHOTELS,2007-05-17,Gemini,Mercury,Taurus,Rahu,Rahu,2043-08-12,Gaja Kesari|Parivartana|Parivartana,42.0,BUY
THAKDEV,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
THANGAMAYL,2010-02-19,Aries,Mars,Aries,Venus,Jupiter,2035-09-30,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,52.0,BUY
THEINVEST,2017-08-02,Virgo,Mercury,Scorpio,Mercury,Venus,2038-04-19,Kemdrum|Neecha Bhanga|Parivartana,-39.0,AVOID
THEJO,2023-10-10,Scorpio,Mars,Leo,Ketu,Mars,2029-09-03,Raja Yoga,28.0,HOLD
THELEELA,2025-06-02,Cancer,Moon,Leo,Ketu,Venus,2028-12-17,Neecha Bhanga|Kala Sarpa,5.0,CAUTION
THEMISMED,2007-04-02,Taurus,Venus,Virgo,Rahu,Jupiter,2040-06-28,Raja Yoga|Kemdrum,18.0,HOLD
THERMAX,1995-08-30,Libra,Venus,Libra,Jupiter,Venus,2032-05-22,Dhana Yoga,63.0,BUY
THOMASCOOK,2000-06-07,Cancer,Moon,Cancer,Venus,Mercury,2030-06-01,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
THOMASCOTT,2012-01-30,Pisces,Jupiter,Aries,Venus,Rahu,2036-06-15,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum|Parivartana,42.0,BUY
THYROCARE,2016-05-09,Gemini,Mercury,Taurus,Rahu,Saturn,2038-10-29,Gaja Kesari|Raja Yoga|Viparita Raja,55.0,BUY
TI,2010-07-16,Leo,Sun,Virgo,Mars,Jupiter,2032-01-09,Gaja Kesari|Raja Yoga|Parivartana,54.0,BUY
TICL,2023-10-16,Scorpio,Mars,Libra,Rahu,Jupiter,2030-08-17,Gaja Kesari|Raja Yoga,33.0,HOLD
TIIL,2007-02-12,Pisces,Jupiter,Scorpio,Ketu,Saturn,2027-10-14,Gaja Kesari|Raja Yoga|Neecha Bhanga|Parivartana,23.0,HOLD
TIINDIA,2017-11-02,Scorpio,Mars,Pisces,Mercury,Mars,2032-07-20,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga|Neecha Bhanga,49.0,BUY
TIJARIA,2011-10-14,Scorpio,Mars,Aries,Sun,Saturn,2028-11-25,Gaja Kesari|Viparita Raja|Kemdrum|Neecha Bhanga|Neecha Bhanga,54.0,BUY
TIL,1995-09-27,Libra,Venus,Libra,Saturn,Mercury,2042-03-03,Raja Yoga|Viparita Raja,46.0,BUY
TIMETECHNO,2007-06-13,Cancer,Moon,Taurus,Mars,Venus,2028-05-31,Gaja Kesari|Dhana Yoga|Parivartana|Parivartana,52.0,BUY
TIMEX,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
TIMKEN,2007-02-06,Pisces,Jupiter,Virgo,Rahu,Rahu,2043-05-19,Kemdrum|Parivartana,-25.0,EXIT
TINNARUBR,2025-04-17,Gemini,Mercury,Scorpio,Mercury,Mercury,2039-09-07,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,65.0,BUY
TIPSFILMS,2022-10-06,Scorpio,Mars,Aquarius,Rahu,Rahu,2043-10-13,Dhana Yoga,36.0,HOLD
TIPSMUSIC,2000-11-10,Sagittarius,Jupiter,Aries,Venus,Ketu,2026-08-22,Raja Yoga|Neecha Bhanga|Parivartana,46.0,BUY
TIRUMALCHM,2003-05-14,Gemini,Mercury,Libra,Jupiter,Saturn,2040-03-17,Gaja Kesari|Raja Yoga|Kemdrum,58.0,BUY
TIRUPATIFL,2020-08-04,Virgo,Mercury,Capricorn,Mars,Venus,2027-01-31,,6.0,CAUTION
TITAGARH,2008-04-21,Gemini,Mercury,Libra,Jupiter,Moon,2029-12-16,Dhana Yoga|Kemdrum|Parivartana,13.0,CAUTION
TITAN,2004-09-24,Libra,Venus,Capricorn,Rahu,Saturn,2038-12-16,Raja Yoga|Raja Yoga|Kemdrum|Parivartana|Parivartana,41.0,BUY
TMB,2022-09-15,Libra,Venus,Aries,Sun,Mercury,2028-04-02,Viparita Raja,58.0,BUY
TMCV,2025-11-12,Sagittarius,Jupiter,Cancer,Mercury,Mercury,2031-10-25,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum,38.0,HOLD
TMPV,1998-07-22,Leo,Sun,Gemini,Saturn,Venus,2036-03-04,Gaja Kesari|Dhana Yoga|Raja Yoga|Neecha Bhanga,94.0,BUY
TNPETRO,1999-10-27,Scorpio,Mars,Taurus,Rahu,Ketu,2033-07-11,Raja Yoga|Neecha Bhanga|Parivartana|Parivartana,50.0,BUY
TNPL,1996-02-14,Pisces,Jupiter,Scorpio,Venus,Mercury,2029-10-31,Viparita Raja|Kala Sarpa,4.0,CAUTION
TNTELE,2003-02-04,Pisces,Jupiter,Aquarius,Saturn,Moon,2034-04-07,,5.0,CAUTION
TOLINS,2024-09-16,Libra,Venus,Aquarius,Mars,Jupiter,2026-11-01,Gaja Kesari|Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,74.0,BUY
TORNTPHARM,2002-11-25,Sagittarius,Jupiter,Cancer,Mercury,Rahu,2032-03-20,Gaja Kesari|Raja Yoga,35.0,HOLD
TORNTPOWER,2006-11-28,Sagittarius,Jupiter,Aquarius,Jupiter,Ketu,2035-05-14,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,54.0,BUY
TOTAL,2020-08-28,Libra,Venus,Sagittarius,Venus,Moon,2041-06-01,Gaja Kesari,45.0,BUY
TOUCHWOOD,2020-01-21,Aquarius,Saturn,Scorpio,Mercury,Sun,2029-08-27,Dhana Yoga|Raja Yoga|Neecha Bhanga,46.0,BUY
TPHQ,2009-01-30,Pisces,Jupiter,Pisces,Saturn,Rahu,2031-11-06,Raja Yoga|Kemdrum|Parivartana,-17.0,EXIT
TPLPLASTEH,2015-05-20,Gemini,Mercury,Gemini,Rahu,Mercury,2036-07-14,Viparita Raja|Parivartana,17.0,HOLD
TRACXN,2022-10-20,Scorpio,Mars,Cancer,Ketu,Rahu,2030-02-16,Dhana Yoga|Viparita Raja,48.0,BUY
TRANSPEK,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
TRANSRAILL,2024-12-27,Capricorn,Saturn,Libra,Jupiter,Jupiter,2031-05-25,Neecha Bhanga,5.0,CAUTION
TRAVELFOOD,2025-07-14,Leo,Sun,Aquarius,Rahu,Rahu,2041-02-14,Raja Yoga,13.0,CAUTION
TREEHOUSE,2011-08-26,Virgo,Mercury,Gemini,Saturn,Sun,2035-07-14,Neecha Bhanga|Parivartana,19.0,HOLD
TREJHARA,2018-12-28,Capricorn,Saturn,Leo,Moon,Rahu,2035-02-03,Gaja Kesari|Kemdrum|Parivartana,11.0,CAUTION
TREL,2023-08-10,Virgo,Mercury,Taurus,Moon,Jupiter,2030-08-22,Dhana Yoga|Viparita Raja|Parivartana,64.0,BUY
TRENT,2004-06-07,Cancer,Moon,Capricorn,Rahu,Venus,2032-09-04,Dhana Yoga|Raja Yoga|Kemdrum,43.0,BUY
TRF,2010-03-26,Taurus,Venus,Cancer,Ketu,Ketu,2033-05-14,Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,57.0,BUY
TRIDENT,2001-02-21,Aries,Mars,Capricorn,Rahu,Venus,2032-03-10,Raja Yoga|Parivartana,38.0,HOLD
TRIGYN,1998-04-09,Taurus,Venus,Leo,Rahu,Jupiter,2040-12-13,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,54.0,BUY
TRITURBINE,2011-10-28,Scorpio,Mars,Libra,Saturn,Sun,2035-04-22,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Neecha Bhanga,100.0,BUY
TRIVENI,2005-12-13,Capricorn,Saturn,Aries,Mars,Venus,2028-07-15,Gaja Kesari|Kemdrum,12.0,CAUTION
TRU,2023-06-20,Cancer,Moon,Gemini,Jupiter,Saturn,2031-01-27,Raja Yoga|Neecha Bhanga,25.0,HOLD
TRUALT,2025-10-03,Scorpio,Mars,Capricorn,Mars,Rahu,2032-08-18,Viparita Raja|Kemdrum,-8.0,EXIT
TSFINV,2018-03-26,Taurus,Venus,Cancer,Saturn,Ketu,2039-04-20,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,61.0,BUY
TTKHLTCARE,2015-12-02,Sagittarius,Jupiter,Leo,Venus,Moon,2041-04-26,Gaja Kesari|Raja Yoga|Parivartana,70.0,BUY
TTKPRESTIG,1999-12-22,Capricorn,Saturn,Taurus,Jupiter,Saturn,2038-05-22,Neecha Bhanga|Parivartana,41.0,BUY
TTL,2007-02-22,Aries,Mars,Aries,Venus,Mercury,2028-04-18,,-20.0,EXIT
TTML,2000-10-20,Scorpio,Mars,Cancer,Mercury,Venus,2039-03-21,Raja Yoga|Neecha Bhanga,31.0,HOLD
TURTLEMINT,2026-06-29,Leo,Sun,Sagittarius,Ketu,Ketu,2031-03-11,Raja Yoga|Viparita Raja|Kemdrum|Parivartana,18.0,HOLD
TVSELECT,2003-12-26,Capricorn,Saturn,Capricorn,Rahu,Venus,2032-10-08,Raja Yoga|Viparita Raja|Parivartana,40.0,BUY
TVSHLTD,2012-10-23,Scorpio,Mars,Capricorn,Rahu,Jupiter,2040-12-01,Kemdrum|Neecha Bhanga|Neecha Bhanga|Neecha Bhanga|Parivartana,24.0,HOLD
TVSMOTOR,2000-08-02,Virgo,Mercury,Leo,Moon,Jupiter,2033-08-03,Gaja Kesari|Raja Yoga|Neecha Bhanga|Parivartana,39.0,HOLD
TVSSCS,2023-08-23,Virgo,Mercury,Libra,Jupiter,Saturn,2038-06-17,Gaja Kesari|Dhana Yoga|Viparita Raja|Parivartana,37.0,HOLD
TVSSRICHAK,2007-02-13,Pisces,Jupiter,Sagittarius,Venus,Saturn,2033-01-04,Viparita Raja|Parivartana,2.0,CAUTION
TVTODAY,2004-01-16,Aquarius,Saturn,Libra,Jupiter,Rahu,2027-11-06,Kemdrum,-10.0,EXIT
TVVISION,2016-09-15,Libra,Venus,Aquarius,Rahu,Mercury,2034-01-19,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum|Neecha Bhanga,61.0,BUY
UBL,2008-07-28,Virgo,Mercury,Taurus,Rahu,Jupiter,2040-11-07,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum|Parivartana,67.0,BUY
